County,Municipality,USC,STS,STH,Mailed,Not Mailed,Mailing Status
Berks,Richmond Twp,4  ,24  ,130  ,1,0,In Progress
York,York Twp,10  ,31  ,92  ,1,0,In Progress
Allegheny,Penn Hills,12  ,45  ,38  ,1,0,In Progress
Chester,West Chester Boro,6  ,19  ,155  ,1,0,In Progress
Allegheny,Penn Hills,12  ,43  ,34  ,1,0,In Progress
Chester,West Chester Boro,6  ,19  ,157  ,1,0,In Progress
Monroe,Chestnuthill,7  ,40  ,176  ,1,0,In Progress
Franklin,Waynesboro Boro,13  ,33  ,89  ,1,0,In Progress
Somerset,(Empty),14  ,32  ,69  ,1,0,In Progress
Cambria,Cresson Boro,13  ,35  ,72  ,1,0,In Progress
Allegheny,Penn Hills,12  ,43  ,19  ,1,0,In Progress
Franklin,Southampton Twp,13  ,33  ,90  ,1,0,In Progress
Berks,Shillington Boro,6  ,11  ,128  ,1,0,In Progress
Allegheny,Penn Hills,12  ,42  ,20  ,1,0,In Progress
Chester,West Chester Boro,6  ,44  ,26  ,1,0,In Progress
Berks,Shillington Boro,9  ,48  ,5  ,1,0,In Progress
Lawrence,New Castle,16  ,47  ,8  ,1,0,In Progress
Cambria,Cambria Twp,13  ,35  ,71  ,1,0,In Progress
Cambria,Adams Twp,13  ,35  ,72  ,1,0,In Progress
Allegheny,Ohio,17  ,38  ,30  ,1,0,In Progress
Berks,Shoemakersville Boro,9  ,48  ,124  ,1,0,In Progress
Chester,West Chester Boro,6  ,9  ,158  ,1,0,In Progress
Franklin,Peters Twp,13  ,33  ,89  ,1,0,In Progress
Franklin,Orrstown Boro,13  ,33  ,81  ,1,0,In Progress
Chester,West Chester Boro,6  ,9  ,160  ,1,0,In Progress
Chester,West Goshen Twp,6  ,19  ,157  ,1,0,In Progress
Allegheny,Ohio,17  ,38  ,20  ,1,0,In Progress
Lawrence,Slippery Rock Twp,16  ,50  ,9  ,1,0,In Progress
Allegheny,Ohio,12  ,38  ,24  ,1,0,In Progress
Chester,West Goshen Twp,6  ,19  ,158  ,1,0,In Progress
Chester,West Goshen Twp,6  ,44  ,167  ,1,0,In Progress
Allegheny,Ohara,17  ,43  ,34  ,1,0,In Progress
Chester,West Goshen Twp,6  ,44  ,74  ,1,0,In Progress
Allegheny,Ohara,17  ,43  ,32  ,1,0,In Progress
Allegheny,Ohara,12  ,45  ,38  ,1,0,In Progress
Allegheny,Ohara,12  ,45  ,25  ,1,0,In Progress
Franklin,Guilford Twp,13  ,33  ,81  ,1,0,In Progress
Chester,West Goshen Twp,6  ,9  ,158  ,1,0,In Progress
Butler,Slippery Rock Twp,16  ,21  ,11  ,1,0,In Progress
Mifflin,Granville Twp,13  ,30  ,85  ,1,0,In Progress
Allegheny,Ohara,12  ,43  ,23  ,1,0,In Progress
Allegheny,Oakmont,17  ,38  ,33  ,1,0,In Progress
Berks,South Heidelberg Twp,6  ,11  ,127  ,1,0,In Progress
Chester,West Grove Boro,6  ,19  ,13  ,1,0,In Progress
Chester,West Grove Boro,6  ,9  ,158  ,1,0,In Progress
Butler,Portersville Boro,16  ,21  ,17  ,1,0,In Progress
Somerset,Shanksville Boro,14  ,32  ,69  ,1,0,In Progress
Mifflin,Brown Twp,13  ,30  ,85  ,1,0,In Progress
Butler,Penn Twp,16  ,21  ,11  ,1,0,In Progress
Allegheny,North Versailles,17  ,43  ,32  ,1,0,In Progress
Franklin,Antrim Twp,13  ,33  ,89  ,1,0,In Progress
Mifflin,Armagh Twp,13  ,30  ,85  ,1,0,In Progress
Allegheny,North Versailles,12  ,45  ,34  ,1,0,In Progress
Forest,Howe Twp,15  ,21  ,65  ,1,0,In Progress
Chester,West Nantmeal Twp,6  ,19  ,156  ,1,0,In Progress
Somerset,Windber Boro,14  ,32  ,69  ,1,0,In Progress
Allegheny,North Fayette,17  ,42  ,27  ,1,0,In Progress
Allegheny,North Fayette,17  ,37  ,46  ,1,0,In Progress
Chester,West Pikeland Twp,6  ,19  ,167  ,1,0,In Progress
Chester,West Vincent Twp,6  ,19  ,158  ,1,0,In Progress
Fayette,Uniontown City,14  ,32  ,52  ,1,0,In Progress
Berks,Spring Twp,6  ,11  ,126  ,1,0,In Progress
Chester,West Whiteland Twp,6  ,19  ,13  ,1,0,In Progress
Lebanon,Cleona Boro,9  ,48  ,101  ,1,0,In Progress
Berks,Spring Twp,6  ,11  ,127  ,1,0,In Progress
Butler,Mercer Twp,16  ,21  ,8  ,1,0,In Progress
Fayette,Ohiopyle Boro,14  ,32  ,52  ,1,0,In Progress
Fayette,North Union Twp,14  ,32  ,52  ,1,0,In Progress
Allegheny,North Fayette,17  ,37  ,45  ,1,0,In Progress
Chester,West Whiteland Twp,6  ,9  ,158  ,1,0,In Progress
Chester,Westtown Twp,6  ,19  ,13  ,1,0,In Progress
Berks,Spring Twp,9  ,48  ,124  ,1,0,In Progress
Allegheny,North Fayette,12  ,37  ,40  ,1,0,In Progress
Allegheny,North Braddock,12  ,45  ,35  ,1,0,In Progress
Allegheny,North Braddock,12  ,45  ,25  ,1,0,In Progress
Allegheny,Munhall,17  ,38  ,30  ,1,0,In Progress
Allegheny,Munhall,12  ,43  ,36  ,1,0,In Progress
Lebanon,Heidelberg Twp,9  ,48  ,101  ,1,0,In Progress
Luzerne,Hanover Twp,8  ,27  ,119  ,1,0,In Progress
Allegheny,Mt Oliver,17  ,42  ,42  ,1,0,In Progress
Chester,Westtown Twp,6  ,44  ,155  ,1,0,In Progress
Chester,Westtown Twp,6  ,44  ,167  ,1,0,In Progress
Allegheny,Mt Oliver,12  ,42  ,36  ,1,0,In Progress
Fayette,Lower Tyrone Twp,14  ,32  ,51  ,1,0,In Progress
Chester,Willistown Twp,6  ,19  ,158  ,1,0,In Progress
Allegheny,Mt Lebanon,17  ,42  ,45  ,1,0,In Progress
Chester,Willistown Twp,6  ,19  ,167  ,1,0,In Progress
Fayette,Franklin Twp,14  ,32  ,51  ,1,0,In Progress
Butler,Harrisville Boro,16  ,21  ,11  ,1,0,In Progress
Chester,Willistown Twp,6  ,44  ,167  ,1,0,In Progress
Allegheny,Mt Lebanon,17  ,38  ,30  ,1,0,In Progress
Chester,Willistown Twp,6  ,9  ,158  ,1,0,In Progress
Berks,Tilden Twp,6  ,11  ,126  ,1,0,In Progress
Berks,Windsor Twp,4  ,11  ,130  ,1,0,In Progress
Allegheny,Mt Lebanon,17  ,38  ,21  ,1,0,In Progress
Allegheny,Mt Lebanon,17  ,38  ,20  ,1,0,In Progress
Fayette,Connellsville City,14  ,32  ,51  ,1,0,In Progress
Fayette,Bullskin Twp,14  ,32  ,51  ,1,0,In Progress
Allegheny,Mt Lebanon,17  ,37  ,45  ,1,0,In Progress
Allegheny,Mt Lebanon,17  ,37  ,44  ,1,0,In Progress
Allegheny,Mt Lebanon,12  ,45  ,36  ,1,0,In Progress
Erie,Wesleyville Boro,16  ,49  ,3  ,1,0,In Progress
Berks,Womelsdorf Boro,6  ,11  ,129  ,1,0,In Progress
Allegheny,Mt Lebanon,12  ,45  ,35  ,1,0,In Progress
Allegheny,Mt Lebanon,12  ,43  ,36  ,1,0,In Progress
Allegheny,Mt Lebanon,12  ,43  ,34  ,1,0,In Progress
Allegheny,Mt Lebanon,12  ,42  ,36  ,1,0,In Progress
Berks,Wyomissing Boro,6  ,11  ,127  ,1,0,In Progress
Allegheny,Mt Lebanon,12  ,42  ,27  ,1,0,In Progress
Erie,Waterford Twp,16  ,49  ,1  ,1,0,In Progress
Erie,Washington Twp,16  ,49  ,6  ,1,0,In Progress
Allegheny,Mt Lebanon,12  ,42  ,21  ,1,0,In Progress
Berks,Wyomissing Boro,6  ,11  ,5  ,1,0,In Progress
Allegheny,Mt Lebanon,12  ,38  ,24  ,1,0,In Progress
Lebanon,Lebanon City,9  ,48  ,98  ,1,0,In Progress
Erie,Springfield Twp,16  ,49  ,2  ,1,0,In Progress
Erie,Springfield Twp,16  ,49  ,1  ,1,0,In Progress
Butler,Cranberry Twp,16  ,21  ,8  ,1,0,In Progress
Erie,North East Boro,16  ,49  ,3  ,1,0,In Progress
Erie,Mckean Twp,16  ,49  ,3  ,1,0,In Progress
Tioga,Elk Twp,15  ,23  ,68  ,1,0,In Progress
Butler,Cranberry Twp,16  ,21  ,11  ,1,0,In Progress
Erie,Law Park Twp,16  ,49  ,4  ,1,0,In Progress
Butler,Connoquenessing Twp,16  ,21  ,11  ,1,0,In Progress
Erie,Lake City Boro,16  ,49  ,3  ,1,0,In Progress
Allegheny,Mt Lebanon,12  ,37  ,39  ,1,0,In Progress
Mercer,Pine Twp,16  ,50  ,7  ,1,0,In Progress
Allegheny,Moon,17  ,43  ,32  ,1,0,In Progress
Lebanon,North Cornwall Twp,9  ,48  ,102  ,1,0,In Progress
Erie,Greene Twp,16  ,49  ,3  ,1,0,In Progress
Allegheny,Moon,17  ,38  ,20  ,1,0,In Progress
Allegheny,Moon,17  ,37  ,46  ,1,0,In Progress
Erie,Girard Boro,16  ,49  ,3  ,1,0,In Progress
Erie,Girard Boro,16  ,49  ,1  ,1,0,In Progress
Erie,Franklin Twp,16  ,49  ,1  ,1,0,In Progress
Erie,Fairview Twp,16  ,49  ,4  ,1,0,In Progress
Erie,Fairview Twp,16  ,49  ,2  ,1,0,In Progress
Allegheny,Moon,12  ,42  ,36  ,1,0,In Progress
Mercer,Otter Creek,16  ,50  ,7  ,1,0,In Progress
Erie,Fairview Twp,16  ,49  ,1  ,1,0,In Progress
Erie,Fairview Twp,16  ,21  ,4  ,1,0,In Progress
Allegheny,Moon,12  ,42  ,20  ,1,0,In Progress
Erie,Edinboro,16  ,49  ,3  ,1,0,In Progress
Erie,Edinboro,16  ,49  ,1  ,1,0,In Progress
Erie,Conneaut Twp,16  ,49  ,1  ,1,0,In Progress
Butler,Connoquenessing Boro,16  ,21  ,11  ,1,0,In Progress
Allegheny,Monroeville,17  ,45  ,42  ,1,0,In Progress
Clearfield,New Washington Boro,15  ,35  ,75  ,1,0,In Progress
Clearfield,Newburg Boro,15  ,35  ,75  ,1,0,In Progress
Allegheny,Monroeville,17  ,43  ,34  ,1,0,In Progress
Butler,Center Twp,16  ,47  ,12  ,1,0,In Progress
Union,East Buffalo,15  ,23  ,83  ,1,0,In Progress
Delaware,Yeadon Boro,5  ,9  ,161  ,1,0,In Progress
Delaware,Yeadon Boro,5  ,26  ,163  ,1,0,In Progress
Delaware,Upper Providence Twp,5  ,9  ,160  ,1,0,In Progress
Allegheny,Monroeville,17  ,42  ,42  ,1,0,In Progress
Allegheny,Monroeville,17  ,38  ,21  ,1,0,In Progress
Delaware,Upper Providence Twp,5  ,26  ,166  ,1,0,In Progress
Allegheny,Monroeville,17  ,38  ,20  ,1,0,In Progress
Allegheny,Monroeville,17  ,37  ,30  ,1,0,In Progress
Allegheny,Monroeville,12  ,45  ,35  ,1,0,In Progress
Union,Mifflinburg Boro,15  ,23  ,83  ,1,0,In Progress
Lebanon,Palmyra Boro,9  ,48  ,98  ,1,0,In Progress
Allegheny,Monroeville,12  ,45  ,34  ,1,0,In Progress
Mercer,Mercer,16  ,50  ,7  ,1,0,In Progress
Allegheny,Monroeville,12  ,43  ,36  ,1,0,In Progress
Delaware,Upper Darby Twp,5  ,8  ,163  ,1,0,In Progress
Blair,Freedom Twp,13  ,30  ,79  ,1,0,In Progress
Allegheny,Monroeville,12  ,43  ,34  ,1,0,In Progress
Allegheny,Monroeville,12  ,43  ,24  ,1,0,In Progress
Delaware,Upper Darby Twp,5  ,17  ,166  ,1,0,In Progress
Delaware,Upper Chichester Twp,5  ,9  ,168  ,1,0,In Progress
Lebanon,South Annville Twp,9  ,48  ,101  ,1,0,In Progress
Allegheny,Monroeville,12  ,43  ,23  ,1,0,In Progress
Allegheny,Monroeville,12  ,42  ,36  ,1,0,In Progress
Delaware,Upper Chichester Twp,5  ,26  ,166  ,1,0,In Progress
Allegheny,Monroeville,12  ,42  ,27  ,1,0,In Progress
Allegheny,Monroeville,12  ,38  ,24  ,1,0,In Progress
Lebanon,South Lebanon Twp,9  ,48  ,98  ,1,0,In Progress
Allegheny,Millvale,17  ,38  ,21  ,1,0,In Progress
Delaware,Upper Chichester Twp,5  ,26  ,165  ,1,0,In Progress
Allegheny,Millvale,17  ,38  ,20  ,1,0,In Progress
Allegheny,Millvale,12  ,43  ,24  ,1,0,In Progress
Blair,North Woodbury,13  ,30  ,79  ,1,0,In Progress
Delaware,Upper Chichester Twp,5  ,26  ,164  ,1,0,In Progress
Allegheny,Millvale,12  ,43  ,23  ,1,0,In Progress
Mercer,Hermitage,16  ,50  ,17  ,1,0,In Progress
Allegheny,Millvale,12  ,43  ,19  ,1,0,In Progress
Delaware,Upland Boro,5  ,9  ,159  ,1,0,In Progress
Allegheny,Millvale,12  ,38  ,24  ,1,0,In Progress
Delaware,Tinicum Twp,5  ,26  ,165  ,1,0,In Progress
Allegheny,Mckeesport,17  ,42  ,42  ,1,0,In Progress
Delaware,Thornbury Twp,5  ,26  ,168  ,1,0,In Progress
Delaware,Swarthmore Boro,5  ,9  ,168  ,1,0,In Progress
Delaware,Swarthmore Boro,5  ,8  ,162  ,1,0,In Progress
Blair,Williamsburg Boro,13  ,30  ,79  ,1,0,In Progress
Delaware,Springfield Twp,5  ,9  ,161  ,1,0,In Progress
Delaware,Springfield Twp,5  ,8  ,191  ,1,0,In Progress
Lebanon,Union Twp,9  ,48  ,101  ,1,0,In Progress
Warren,Bear Lake Boro,15  ,21  ,65  ,1,0,In Progress
Allegheny,Mckeesport,12  ,43  ,19  ,1,0,In Progress
Delaware,Sharon Hill Boro,5  ,8  ,191  ,1,0,In Progress
Delaware,Rose Valley Boro,5  ,9  ,168  ,1,0,In Progress
Allegheny,Mckeesport,12  ,42  ,19  ,1,0,In Progress
Allegheny,Mckees Rocks,17  ,37  ,44  ,1,0,In Progress
Delaware,Ridley Twp,5  ,9  ,161  ,1,0,In Progress
Butler,Buffalo Twp,16  ,47  ,12  ,1,0,In Progress
Delaware,Ridley Twp,5  ,8  ,162  ,1,0,In Progress
Delaware,Ridley Twp,5  ,26  ,164  ,1,0,In Progress
Delaware,Ridley Twp,5  ,26  ,163  ,1,0,In Progress
Allegheny,Mccandless,17  ,38  ,33  ,1,0,In Progress
Delaware,Ridley Twp,5  ,17  ,166  ,1,0,In Progress
Lebanon,West Lebanon Twp,9  ,48  ,102  ,1,0,In Progress
Delaware,Ridley Park Boro,5  ,26  ,165  ,1,0,In Progress
Lehigh,Allentown,7  ,14  ,133  ,1,0,In Progress
Delaware,Radnor Twp,5  ,9  ,168  ,1,0,In Progress
Bucks,Warwick Twp,1  ,16  ,143  ,1,0,In Progress
Delaware,Radnor Twp,5  ,9  ,160  ,1,0,In Progress
Delaware,Prospect Park Boro,5  ,26  ,163  ,1,0,In Progress
Delaware,Parkside Boro,5  ,9  ,161  ,1,0,In Progress
Allegheny,Mccandless,12  ,42  ,21  ,1,0,In Progress
Delaware,Parkside Boro,5  ,26  ,165  ,1,0,In Progress
Delaware,Newtown Twp,5  ,9  ,168  ,1,0,In Progress
Allegheny,Mccandless,12  ,42  ,19  ,1,0,In Progress
Delaware,Newtown Twp,5  ,9  ,161  ,1,0,In Progress
Allegheny,Marshall,17  ,43  ,34  ,1,0,In Progress
Delaware,Newtown Twp,5  ,26  ,165  ,1,0,In Progress
Allegheny,Marshall,17  ,43  ,32  ,1,0,In Progress
Delaware,Newtown Twp,5  ,17  ,168  ,1,0,In Progress
Lehigh,Catasauqua,7  ,16  ,132  ,1,0,In Progress
Lycoming,Williamsport City,9  ,23  ,84  ,1,0,In Progress
Delaware,Nether Providence Twp,5  ,9  ,168  ,1,0,In Progress
Lehigh,Catasauqua,7  ,18  ,133  ,1,0,In Progress
Allegheny,Marshall,12  ,43  ,19  ,1,0,In Progress
Allegheny,Marshall,12  ,42  ,21  ,1,0,In Progress
Delaware,Nether Providence Twp,5  ,9  ,159  ,1,0,In Progress
Allegheny,Liberty,12  ,43  ,36  ,1,0,In Progress
Lehigh,Coopersburg,7  ,14  ,134  ,1,0,In Progress
Allegheny,Leetsdale,12  ,43  ,24  ,1,0,In Progress
Washington,Canton Twp,14  ,46  ,48  ,1,0,In Progress
Allegheny,Leetsdale,12  ,43  ,19  ,1,0,In Progress
Allegheny,Leet,17  ,38  ,21  ,1,0,In Progress
Washington,Carroll Twp,14  ,46  ,50  ,1,0,In Progress
Bradford,Ridgebury Twp,9  ,23  ,110  ,1,0,In Progress
Allegheny,Leet,12  ,43  ,23  ,1,0,In Progress
Lehigh,Coopersburg,7  ,16  ,187  ,1,0,In Progress
Allegheny,Kennedy,17  ,38  ,30  ,1,0,In Progress
Lycoming,Upper Fairfield Twp,9  ,23  ,83  ,1,0,In Progress
Allegheny,Kennedy,12  ,42  ,19  ,1,0,In Progress
Delaware,Morton Boro,5  ,9  ,168  ,1,0,In Progress
Crawford,Conneaut Lake Boro,16  ,50  ,65  ,1,0,In Progress
Delaware,Middletown Twp,5  ,9  ,160  ,1,0,In Progress
Allegheny,Kennedy,12  ,37  ,40  ,1,0,In Progress
Bucks,Warrington Twp,1  ,6  ,142  ,1,0,In Progress
Lehigh,Emmaus,7  ,16  ,187  ,1,0,In Progress
Allegheny,Jefferson Hills,17  ,37  ,44  ,1,0,In Progress
Crawford,East Mead Twp,16  ,50  ,65  ,1,0,In Progress
Allegheny,Jefferson Hills,12  ,45  ,39  ,1,0,In Progress
Washington,East Finley Twp,14  ,46  ,15  ,1,0,In Progress
Delaware,Marple Twp,5  ,17  ,168  ,1,0,In Progress
Lehigh,Fountain Hill,7  ,18  ,133  ,1,0,In Progress
Delaware,Marple Twp,5  ,17  ,166  ,1,0,In Progress
Lehigh,Hanover,7  ,14  ,133  ,1,0,In Progress
Bucks,Warminster Twp,1  ,6  ,140  ,1,0,In Progress
Delaware,Lansdowne Boro,5  ,9  ,160  ,1,0,In Progress
Bucks,Warminster Twp,1  ,16  ,145  ,1,0,In Progress
Allegheny,Jefferson Hills,12  ,43  ,19  ,1,0,In Progress
Allegheny,Ingram,17  ,42  ,45  ,1,0,In Progress
Allegheny,Ingram,17  ,38  ,20  ,1,0,In Progress
Allegheny,Indiana,17  ,43  ,32  ,1,0,In Progress
Lehigh,Lowhill,7  ,16  ,132  ,1,0,In Progress
Delaware,Lansdowne Boro,5  ,8  ,191  ,1,0,In Progress
Delaware,Lansdowne Boro,5  ,8  ,163  ,1,0,In Progress
Allegheny,Indiana,17  ,38  ,20  ,1,0,In Progress
Washington,Mcdonald Boro,14  ,46  ,48  ,1,0,In Progress
Delaware,Lansdowne Boro,5  ,26  ,163  ,1,0,In Progress
Lehigh,Lynn,7  ,14  ,132  ,1,0,In Progress
Delaware,Haverford Twp,5  ,9  ,160  ,1,0,In Progress
Allegheny,Homestead,17  ,37  ,44  ,1,0,In Progress
Lycoming,Old Lycoming Twp,9  ,23  ,83  ,1,0,In Progress
Washington,North Bethlehem Twp,14  ,46  ,48  ,1,0,In Progress
Bucks,Warminster Twp,1  ,10  ,144  ,1,0,In Progress
Allegheny,Homestead,12  ,43  ,24  ,1,0,In Progress
Washington,North Franklin Twp,14  ,46  ,15  ,1,0,In Progress
Allegheny,Heidelberg,12  ,37  ,45  ,1,0,In Progress
Washington,North Strabane Twp,14  ,46  ,39  ,1,0,In Progress
Bucks,Warminster Twp,1  ,10  ,141  ,1,0,In Progress
Delaware,Haverford Twp,5  ,8  ,191  ,1,0,In Progress
Allegheny,Harrison,12  ,42  ,21  ,1,0,In Progress
Allegheny,Harmar,17  ,38  ,20  ,1,0,In Progress
Allegheny,Harmar,12  ,45  ,32  ,1,0,In Progress
Washington,Peters Twp,14  ,46  ,46  ,1,0,In Progress
Allegheny,Hampton,17  ,43  ,32  ,1,0,In Progress
Lehigh,North Whitehall,7  ,18  ,133  ,1,0,In Progress
Allegheny,Hampton,12  ,45  ,32  ,1,0,In Progress
Allegheny,Greentree,17  ,42  ,42  ,1,0,In Progress
Allegheny,Greentree,17  ,37  ,45  ,1,0,In Progress
Allegheny,Greentree,12  ,37  ,40  ,1,0,In Progress
Delaware,Haverford Twp,5  ,26  ,165  ,1,0,In Progress
Allegheny,Glassport,12  ,45  ,35  ,1,0,In Progress
Delaware,Haverford Twp,5  ,17  ,168  ,1,0,In Progress
Crawford,Meadville City,16  ,50  ,65  ,1,0,In Progress
Lycoming,Montoursville Boro,9  ,23  ,83  ,1,0,In Progress
Washington,Washington City,14  ,46  ,15  ,1,0,In Progress
Bucks,Morrisville Boro,1  ,16  ,143  ,1,0,In Progress
Allegheny,Franklin Pk,17  ,38  ,30  ,1,0,In Progress
Crawford,Randolph Twp,16  ,50  ,65  ,1,0,In Progress
Lehigh,Salisbury,7  ,14  ,133  ,1,0,In Progress
Delaware,Edgmont Twp,5  ,26  ,165  ,1,0,In Progress
Delaware,Eddystone Boro,5  ,26  ,162  ,1,0,In Progress
Allegheny,Franklin Pk,17  ,37  ,45  ,1,0,In Progress
Allegheny,Franklin Pk,17  ,37  ,44  ,1,0,In Progress
Allegheny,Franklin Pk,12  ,43  ,23  ,1,0,In Progress
Bucks,Upper Southampton Twp,1  ,10  ,144  ,1,0,In Progress
Wayne,Canaan Twp,8  ,20  ,111  ,1,0,In Progress
York,York Twp,10  ,28  ,95  ,1,0,In Progress
Allegheny,Fox Chapel,12  ,45  ,32  ,1,0,In Progress
Allegheny,Forest Hills,17  ,43  ,32  ,1,0,In Progress
Lehigh,Salisbury,7  ,16  ,132  ,1,0,In Progress
Allegheny,Forest Hills,12  ,45  ,35  ,1,0,In Progress
Allegheny,Forest Hills,12  ,45  ,32  ,1,0,In Progress
Wayne,Hawley Boro,8  ,20  ,111  ,1,0,In Progress
Lehigh,Slatington,7  ,14  ,132  ,1,0,In Progress
Bucks,Bedminster Twp,1  ,16  ,145  ,1,0,In Progress
Lycoming,Loyalsock Twp,15  ,23  ,83  ,1,0,In Progress
Allegheny,Forest Hills,12  ,42  ,27  ,1,0,In Progress
Allegheny,Etna,17  ,38  ,20  ,1,0,In Progress
Allegheny,Etna,12  ,43  ,19  ,1,0,In Progress
Allegheny,Emsworth,17  ,37  ,44  ,1,0,In Progress
Allegheny,Elizabeth Twp,12  ,45  ,35  ,1,0,In Progress
Allegheny,Elizabeth Twp,12  ,43  ,23  ,1,0,In Progress
Allegheny,Elizabeth Boro,17  ,37  ,44  ,1,0,In Progress
Allegheny,Elizabeth Boro,12  ,45  ,38  ,1,0,In Progress
Allegheny,Elizabeth Boro,12  ,45  ,35  ,1,0,In Progress
Crawford,Saegertown Boro,16  ,50  ,6  ,1,0,In Progress
Wayne,Salem Twp,8  ,20  ,139  ,1,0,In Progress
Allegheny,Edgeworth,17  ,37  ,30  ,1,0,In Progress
Delaware,Darby Twp,5  ,9  ,161  ,1,0,In Progress
Allegheny,Edgewood,12  ,43  ,34  ,1,0,In Progress
Crawford,South Shenango Twp,16  ,50  ,65  ,1,0,In Progress
Allegheny,Edgewood,12  ,43  ,23  ,1,0,In Progress
Wayne,Texas Twp,8  ,20  ,139  ,1,0,In Progress
Allegheny,East Pittsburgh,17  ,37  ,27  ,1,0,In Progress
Wayne,Texas Twp,8  ,40  ,139  ,1,0,In Progress
Allegheny,East Pittsburgh,12  ,43  ,23  ,1,0,In Progress
Delaware,Darby Twp,5  ,26  ,164  ,1,0,In Progress
Westmoreland,Allegheny Twp,12  ,39  ,55  ,1,0,In Progress
Westmoreland,Allegheny Twp,14  ,39  ,57  ,1,0,In Progress
Allegheny,Duquesne,12  ,43  ,24  ,1,0,In Progress
Allegheny,Dravosburg,17  ,38  ,20  ,1,0,In Progress
Delaware,Darby Twp,5  ,26  ,163  ,1,0,In Progress
Westmoreland,Avonmore,12  ,39  ,56  ,1,0,In Progress
York,York Twp,10  ,28  ,94  ,1,0,In Progress
Lehigh,South Whitehall,7  ,14  ,22  ,1,0,In Progress
Westmoreland,Bell Twp,14  ,41  ,60  ,1,0,In Progress
Lehigh,South Whitehall,7  ,16  ,131  ,1,0,In Progress
Allegheny,Dormont,12  ,45  ,38  ,1,0,In Progress
Allegheny,Dormont,12  ,43  ,36  ,1,0,In Progress
Lycoming,Jersey Shore Boro,9  ,23  ,83  ,1,0,In Progress
Westmoreland,Derry,14  ,39  ,57  ,1,0,In Progress
Lehigh,Upper Macungie,7  ,14  ,22  ,1,0,In Progress
Westmoreland,Derry Twp,14  ,39  ,57  ,1,0,In Progress
Delaware,Concord Twp,5  ,26  ,165  ,1,0,In Progress
Allegheny,Dormont,12  ,37  ,42  ,1,0,In Progress
Bucks,Bensalem Twp,1  ,16  ,145  ,1,0,In Progress
Delaware,Concord Twp,5  ,17  ,166  ,1,0,In Progress
Bucks,Tinicum Twp,1  ,16  ,145  ,1,0,In Progress
Westmoreland,East Huntingdon Twp,12  ,39  ,56  ,1,0,In Progress
Allegheny,Crafton,17  ,38  ,28  ,1,0,In Progress
Bucks,Solebury Twp,1  ,6  ,18  ,1,0,In Progress
Delaware,Collingdale Boro,5  ,26  ,164  ,1,0,In Progress
Westmoreland,Export,14  ,39  ,55  ,1,0,In Progress
Lehigh,Upper Milford,7  ,14  ,134  ,1,0,In Progress
Westmoreland,Greensburg,12  ,39  ,55  ,1,0,In Progress
Westmoreland,Greensburg,12  ,39  ,56  ,1,0,In Progress
Westmoreland,Greensburg,12  ,39  ,58  ,1,0,In Progress
Westmoreland,Greensburg,14  ,39  ,55  ,1,0,In Progress
Allegheny,Crafton,12  ,45  ,38  ,1,0,In Progress
Lehigh,Upper Milford,7  ,16  ,132  ,1,0,In Progress
Allegheny,Crafton,12  ,45  ,35  ,1,0,In Progress
Allegheny,Crafton,12  ,43  ,24  ,1,0,In Progress
Westmoreland,Hempfield Twp,14  ,39  ,58  ,1,0,In Progress
Lehigh,Upper Saucon,7  ,14  ,22  ,1,0,In Progress
Bucks,Richland Twp,1  ,10  ,29  ,1,0,In Progress
Crawford,Troy Twp,16  ,50  ,65  ,1,0,In Progress
Delaware,Clifton Heights Boro,5  ,26  ,162  ,1,0,In Progress
Allegheny,Crafton,12  ,43  ,23  ,1,0,In Progress
Lehigh,Whitehall,7  ,16  ,134  ,1,0,In Progress
Luzerne,Ashley Boro,8  ,22  ,121  ,1,0,In Progress
Delaware,Chester Heights Boro,5  ,9  ,168  ,1,0,In Progress
Westmoreland,Jeannette,14  ,39  ,55  ,1,0,In Progress
Bucks,Plumstead Twp,1  ,16  ,143  ,1,0,In Progress
Westmoreland,Jeannette,14  ,39  ,59  ,1,0,In Progress
Westmoreland,Latrobe,12  ,39  ,58  ,1,0,In Progress
Bucks,Bristol Twp,1  ,10  ,29  ,1,0,In Progress
Westmoreland,Latrobe,14  ,41  ,59  ,1,0,In Progress
Crawford,Vernon Twp,16  ,50  ,65  ,1,0,In Progress
Westmoreland,Ligonier,14  ,39  ,59  ,1,0,In Progress
Bucks,Bristol Twp,1  ,10  ,31  ,1,0,In Progress
Allegheny,Coraopolis,17  ,42  ,42  ,1,0,In Progress
Allegheny,Coraopolis,17  ,37  ,44  ,1,0,In Progress
Luzerne,Bear Creek Twp,8  ,20  ,120  ,1,0,In Progress
Westmoreland,Loyalhanna Twp,14  ,39  ,57  ,1,0,In Progress
Allegheny,Collier,17  ,38  ,28  ,1,0,In Progress
Westmoreland,Madison,12  ,39  ,57  ,1,0,In Progress
Delaware,Chester City,5  ,9  ,168  ,1,0,In Progress
Allegheny,Collier,17  ,37  ,27  ,1,0,In Progress
Allegheny,Clairton,17  ,38  ,20  ,1,0,In Progress
York,York Twp,10  ,28  ,47  ,1,0,In Progress
Allegheny,Clairton,12  ,45  ,39  ,1,0,In Progress
Allegheny,Clairton,12  ,45  ,38  ,1,0,In Progress
Bucks,Bristol Twp,1  ,16  ,145  ,1,0,In Progress
Allegheny,Clairton,12  ,37  ,40  ,1,0,In Progress
